URL	Status	Number of redirects	Redirect Chain	Final URL	Final URL IP	Final URL NS	
handandstonebocaratonwest.com	301	3	http://handandstonebocaratonwest.com/sitemap.xml | https://handandstonebocaratonwest.com/sitemap.xml | http://www.handandstonebocaratonwest.com/sitemap.xml | 	https://www.handandstonebocaratonwest.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonewilmingtonnc.com	301	3	http://handandstonewilmingtonnc.com/sitemap.xml | https://handandstonewilmingtonnc.com/sitemap.xml | http://www.handandstonewilmingtonnc.com/sitemap.xml | 	https://www.handandstonewilmingtonnc.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonekingwood.com	301	3	http://handandstonekingwood.com/sitemap.xml | https://handandstonekingwood.com/sitemap.xml | http://www.handandstonekingwood.com/sitemap.xml | 	https://www.handandstonekingwood.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonepalmbeachgardens.com	301	3	http://handandstonepalmbeachgardens.com/sitemap.xml | https://handandstonepalmbeachgardens.com/sitemap.xml | http://www.handandstonepalmbeachgardens.com/sitemap.xml | 	https://www.handandstonepalmbeachgardens.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneconcord.com	301	3	http://handandstoneconcord.com/sitemap.xml | https://handandstoneconcord.com/sitemap.xml | http://www.handandstoneconcord.com/sitemap.xml | 	https://www.handandstoneconcord.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneallen.com	301	3	http://handandstoneallen.com/sitemap.xml | https://handandstoneallen.com/sitemap.xml | http://www.handandstoneallen.com/sitemap.xml | 	https://www.handandstoneallen.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonenorthnj.com	301	3	http://handandstonenorthnj.com/sitemap.xml | https://handandstonenorthnj.com/sitemap.xml | http://www.handandstonenorthnj.com/sitemap.xml | 	https://www.handandstonenorthnj.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemcdonough.com	301	3	http://handandstonemcdonough.com/sitemap.xml | https://handandstonemcdonough.com/sitemap.xml | http://www.handandstonemcdonough.com/sitemap.xml | 	https://www.handandstonemcdonough.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneviennadunnloring.com	301	3	http://handandstoneviennadunnloring.com/sitemap.xml | https://handandstoneviennadunnloring.com/sitemap.xml | http://www.handandstoneviennadunnloring.com/sitemap.xml | 	https://www.handandstoneviennadunnloring.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonedallaswestvillage.com	301	3	http://handandstonedallaswestvillage.com/sitemap.xml | https://handandstonedallaswestvillage.com/sitemap.xml | http://www.handandstonedallaswestvillage.com/sitemap.xml | 	https://www.handandstonedallaswestvillage.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewindermere.com	301	3	http://handandstonewindermere.com/sitemap.xml | https://handandstonewindermere.com/sitemap.xml | http://www.handandstonewindermere.com/sitemap.xml | 	https://www.handandstonewindermere.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonesanantoniovineyard.com	301	3	http://handandstonesanantoniovineyard.com/sitemap.xml | https://handandstonesanantoniovineyard.com/sitemap.xml | http://www.handandstonesanantoniovineyard.com/sitemap.xml | 	https://www.handandstonesanantoniovineyard.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonequakertown.com	301	3	http://handandstonequakertown.com/sitemap.xml | https://handandstonequakertown.com/sitemap.xml | http://www.handandstonequakertown.com/sitemap.xml | 	https://www.handandstonequakertown.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneeastbrunswick.com	301	3	http://handandstoneeastbrunswick.com/sitemap.xml | https://handandstoneeastbrunswick.com/sitemap.xml | http://www.handandstoneeastbrunswick.com/sitemap.xml | 	https://www.handandstoneeastbrunswick.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneglenallen.com	301	3	http://handandstoneglenallen.com/sitemap.xml | https://handandstoneglenallen.com/sitemap.xml | http://www.handandstoneglenallen.com/sitemap.xml | 	https://www.handandstoneglenallen.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonekirkland.com	301	3	http://handandstonekirkland.com/sitemap.xml | https://handandstonekirkland.com/sitemap.xml | http://www.handandstonekirkland.com/sitemap.xml | 	https://www.handandstonekirkland.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneportorange.com	301	3	http://handandstoneportorange.com/sitemap.xml | https://handandstoneportorange.com/sitemap.xml | http://www.handandstoneportorange.com/sitemap.xml | 	https://www.handandstoneportorange.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneweatherford.com	301	3	http://handandstoneweatherford.com/sitemap.xml | https://handandstoneweatherford.com/sitemap.xml | http://www.handandstoneweatherford.com/sitemap.xml | 	https://www.handandstoneweatherford.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonedurham.com	301	3	http://handandstonedurham.com/sitemap.xml | https://handandstonedurham.com/sitemap.xml | http://www.handandstonedurham.com/sitemap.xml | 	https://www.handandstonedurham.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonepanamacity.com	301	3	http://handandstonepanamacity.com/sitemap.xml | https://handandstonepanamacity.com/sitemap.xml | http://www.handandstonepanamacity.com/sitemap.xml | 	https://www.handandstonepanamacity.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneenglewood.com	301	3	http://handandstoneenglewood.com/sitemap.xml | https://handandstoneenglewood.com/sitemap.xml | http://www.handandstoneenglewood.com/sitemap.xml | 	https://www.handandstoneenglewood.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecerritos.com	301	3	http://handandstonecerritos.com/sitemap.xml | https://handandstonecerritos.com/sitemap.xml | http://www.handandstonecerritos.com/sitemap.xml | 	https://www.handandstonecerritos.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonegilbert.com	301	3	http://handandstonegilbert.com/sitemap.xml | https://handandstonegilbert.com/sitemap.xml | http://www.handandstonegilbert.com/sitemap.xml | 	https://www.handandstonegilbert.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneapex.com	301	3	http://handandstoneapex.com/sitemap.xml | https://handandstoneapex.com/sitemap.xml | http://www.handandstoneapex.com/sitemap.xml | 	https://www.handandstoneapex.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneupperstclair.com	301	3	http://handandstoneupperstclair.com/sitemap.xml | https://handandstoneupperstclair.com/sitemap.xml | http://www.handandstoneupperstclair.com/sitemap.xml | 	https://www.handandstoneupperstclair.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecastlerock.com	301	3	http://handandstonecastlerock.com/sitemap.xml | https://handandstonecastlerock.com/sitemap.xml | http://www.handandstonecastlerock.com/sitemap.xml | 	https://www.handandstonecastlerock.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonedayton.com	301	3	http://handandstonedayton.com/sitemap.xml | https://handandstonedayton.com/sitemap.xml | http://www.handandstonedayton.com/sitemap.xml | 	https://www.handandstonedayton.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebrentwoodca.com	301	3	http://handandstonebrentwoodca.com/sitemap.xml | https://handandstonebrentwoodca.com/sitemap.xml | http://www.handandstonebrentwoodca.com/sitemap.xml | 	https://www.handandstonebrentwoodca.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneweston.com	301	3	http://handandstoneweston.com/sitemap.xml | https://handandstoneweston.com/sitemap.xml | http://www.handandstoneweston.com/sitemap.xml | 	https://www.handandstoneweston.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneculvercity.com	301	3	http://handandstoneculvercity.com/sitemap.xml | https://handandstoneculvercity.com/sitemap.xml | http://www.handandstoneculvercity.com/sitemap.xml | 	https://www.handandstoneculvercity.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemidvale.com	301	3	http://handandstonemidvale.com/sitemap.xml | https://handandstonemidvale.com/sitemap.xml | http://www.handandstonemidvale.com/sitemap.xml | 	https://www.handandstonemidvale.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneoldtownscottsdale.com	301	3	http://handandstoneoldtownscottsdale.com/sitemap.xml | https://handandstoneoldtownscottsdale.com/sitemap.xml | http://www.handandstoneoldtownscottsdale.com/sitemap.xml | 	https://www.handandstoneoldtownscottsdale.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneliberty.com	301	3	http://handandstoneliberty.com/sitemap.xml | https://handandstoneliberty.com/sitemap.xml | http://www.handandstoneliberty.com/sitemap.xml | 	https://www.handandstoneliberty.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneorlandpark.com	301	3	http://handandstoneorlandpark.com/sitemap.xml | https://handandstoneorlandpark.com/sitemap.xml | http://www.handandstoneorlandpark.com/sitemap.xml | 	https://www.handandstoneorlandpark.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonehackensack.com	301	3	http://handandstonehackensack.com/sitemap.xml | https://handandstonehackensack.com/sitemap.xml | http://www.handandstonehackensack.com/sitemap.xml | 	https://www.handandstonehackensack.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecrescentsprings.com	301	3	http://handandstonecrescentsprings.com/sitemap.xml | https://handandstonecrescentsprings.com/sitemap.xml | http://www.handandstonecrescentsprings.com/sitemap.xml | 	https://www.handandstonecrescentsprings.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonerdu.com	301	3	http://handandstonerdu.com/sitemap.xml | https://handandstonerdu.com/sitemap.xml | http://www.handandstonerdu.com/sitemap.xml | 	https://www.handandstonerdu.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonespas.com	301	1	http://handandstonespas.com/sitemap.xml | 	https://handandstonespas.com/sitemap.xml	35.171.10.227	dns2.name-services.com.	
handandstonelakemaryeast.com	301	3	http://handandstonelakemaryeast.com/sitemap.xml | https://handandstonelakemaryeast.com/sitemap.xml | http://www.handandstonelakemaryeast.com/sitemap.xml | 	https://www.handandstonelakemaryeast.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonehuttopflugerville.com	301	3	http://handandstonehuttopflugerville.com/sitemap.xml | https://handandstonehuttopflugerville.com/sitemap.xml | http://www.handandstonehuttopflugerville.com/sitemap.xml | 	https://www.handandstonehuttopflugerville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneenglewoodnj.com	301	3	http://handandstoneenglewoodnj.com/sitemap.xml | https://handandstoneenglewoodnj.com/sitemap.xml | http://www.handandstoneenglewoodnj.com/sitemap.xml | 	https://www.handandstoneenglewoodnj.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebordentown.com	301	3	http://handandstonebordentown.com/sitemap.xml | https://handandstonebordentown.com/sitemap.xml | http://www.handandstonebordentown.com/sitemap.xml | 	https://www.handandstonebordentown.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneconroe.com	301	3	http://handandstoneconroe.com/sitemap.xml | https://handandstoneconroe.com/sitemap.xml | http://www.handandstoneconroe.com/sitemap.xml | 	https://www.handandstoneconroe.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonegreenfield.com	301	3	http://handandstonegreenfield.com/sitemap.xml | https://handandstonegreenfield.com/sitemap.xml | http://www.handandstonegreenfield.com/sitemap.xml | 	https://www.handandstonegreenfield.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecranberry.com	301	3	http://handandstonecranberry.com/sitemap.xml | https://handandstonecranberry.com/sitemap.xml | http://www.handandstonecranberry.com/sitemap.xml | 	https://www.handandstonecranberry.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonehoboken.com	301	3	http://handandstonehoboken.com/sitemap.xml | https://handandstonehoboken.com/sitemap.xml | http://www.handandstonehoboken.com/sitemap.xml | 	https://www.handandstonehoboken.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonejacksonvillebeach.com	301	3	http://handandstonejacksonvillebeach.com/sitemap.xml | https://handandstonejacksonvillebeach.com/sitemap.xml | http://www.handandstonejacksonvillebeach.com/sitemap.xml | 	https://www.handandstonejacksonvillebeach.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneboulder.com	301	3	http://handandstoneboulder.com/sitemap.xml | https://handandstoneboulder.com/sitemap.xml | http://www.handandstoneboulder.com/sitemap.xml | 	https://www.handandstoneboulder.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonelexingtonsummit.com	301	3	http://handandstonelexingtonsummit.com/sitemap.xml | https://handandstonelexingtonsummit.com/sitemap.xml | http://www.handandstonelexingtonsummit.com/sitemap.xml | 	https://www.handandstonelexingtonsummit.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonefortmeyers.com	301	3	http://handandstonefortmeyers.com/sitemap.xml | https://handandstonefortmeyers.com/sitemap.xml | http://www.handandstonefortmeyers.com/sitemap.xml | 	https://www.handandstonefortmeyers.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonechesapeake.com	301	3	http://handandstonechesapeake.com/sitemap.xml | https://handandstonechesapeake.com/sitemap.xml | http://www.handandstonechesapeake.com/sitemap.xml | 	https://www.handandstonechesapeake.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonegreer.com	301	3	http://handandstonegreer.com/sitemap.xml | https://handandstonegreer.com/sitemap.xml | http://www.handandstonegreer.com/sitemap.xml | 	https://www.handandstonegreer.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
